,AvgSalary,City,Company,Designation,Lat,Long,Max Salary,Min Salary,Source,State,Title,_id
5919,,San Francisco,Instacart,Data Scientist,37.7561,-122.4429,,,,CA,"senior data scientist, people analytics",5c09e633af11378e24f8906a
5920,,San Mateo,"Guidewire Software, Inc.",Data Scientist,37.5522,-122.3122,,,,CA,"data scientist @ cyence - san mateo, ca",5c09e633af11378e24f8906b
5921,,San Francisco,Aera Technology,Data Scientist,37.7561,-122.4429,,,,CA,data scientist (customer engagement),5c09e633af11378e24f8906c
5922,,Redwood City,Electronic Arts,Data Scientist,37.5026,-122.2251,,,,CA,data scientist (ecommerce),5c09e633af11378e24f8906d
5923,,South San Francisco,"FLX Bio, Inc.",Research Analyst/Scientist,37.6537,-122.4197,,,,CA,"research associate, quantitative biology",5c09e633af11378e24f8906e
5924,,San Francisco Bay Area,Epic Bio,Data Director,,,,,,CA,scientific director,5c09e633af11378e24f8906f
5925,,San Francisco,Evalueserve,Data Analyst,37.7561,-122.4429,,,,CA,senior quantitative analyst,5c09e633af11378e24f89070
5926,,San Francisco,Under Armour,Data Manager,37.7561,-122.4429,,,,CA,"manager, engineering (data science)",5c09e633af11378e24f89071
5927,,San Francisco,Remind,Data Scientist,37.7561,-122.4429,,,,CA,head of data science,5c09e633af11378e24f89072
5928,,Richmond,Heluna Health,Data Assistant,37.9477,-122.339,,,,CA,assistant microbiologist,5c09e633af11378e24f89073
5929,,San Francisco,Uber,Data Analyst,37.7561,-122.4429,,,,CA,senior business intelligence analyst,5c09e633af11378e24f89074
5930,,Emeryville,"Amyris, Inc.",Data Scientist,37.8382,-122.2932,,,,CA,"scientist 1, biology strain engineering",5c09e633af11378e24f89075
5931,,South San Francisco,Counsyl,Data Scientist,37.6537,-122.4197,,,,CA,senior bioinformatics scientist,5c09e633af11378e24f89076
5932,,San Francisco,Smith Hanley Associates,Data Scientist,37.7561,-122.4429,,,,CA,data scientist,5c09e633af11378e24f89077
5933,,South San Francisco,Counsyl,Other,37.6537,-122.4197,,,,CA,intake associate,5c09e633af11378e24f89078
5934,,San Francisco,University of California San Francisco,Data Analyst,37.7561,-122.4429,,,,CA,research finance analyst,5c09e633af11378e24f89079
5935,,South San Francisco,Amgen,Data Scientist,37.6537,-122.4197,,,,CA,sr. associate scientist - cardiometabolic disorders,5c09e633af11378e24f8907a
5936,,Berkeley,Dynavax Technologies,Data Scientist,37.8723,-122.27600000000001,,,,CA,scientist i-ii-senior,5c09e633af11378e24f8907b
5937,,San Francisco,Credit Karma,Data Manager,37.7561,-122.4429,,,,CA,"lead product manager, data (multiple positions)",5c09e633af11378e24f8907c
5938,,San Francisco,Salesforce,Data Scientist,37.7561,-122.4429,,,,CA,data science eng/ analytics lead,5c09e633af11378e24f8907d
5939,,Redwood City,Impossible Foods,Data Scientist,37.5026,-122.2251,,,,CA,product development associate scientist â food microbiologist,5c09e633af11378e24f8907e
5940,,San Francisco,Komodo Health,Data Engineer,37.7561,-122.4429,,,,CA,senior data engineer,5c09e633af11378e24f8907f
5941,,Redwood City,Redfish Technology - High Tech Executive Recruiters,Data Scientist,37.5026,-122.2251,,,,CA,data scientist,5c09e633af11378e24f89080
5942,,San Francisco,Qadium,Data Manager,37.7561,-122.4429,,,,CA,product manager,5c09e633af11378e24f89081
5943,,South San Francisco,AbbVie,Data Scientist,37.6537,-122.4197,,,,CA,"associate scientist i, in vivo biology (vivarium research associate)",5c09e633af11378e24f89082
5944,,Redwood City,Guardant Health,Data Scientist,37.5026,-122.2251,,,,CA,senior scientist reagent and manufacturing,5c09e633af11378e24f89083
5945,,San Francisco,Harnham,Data Scientist,37.7561,-122.4429,,,,CA,chief data scientist,5c09e633af11378e24f89084
5946,,South San Francisco,Denali,Data Scientist,37.6537,-122.4197,,,,CA,"principal scientist, formulations",5c09e633af11378e24f89085
5947,,San Francisco,Coalition,Other,37.7561,-122.4429,,,,CA,"finance, accounting, and operations",5c09e633af11378e24f89086
5948,,San Francisco,LendingHome,Data Engineer,37.7561,-122.4429,,,,CA,sr. data engineer,5c09e633af11378e24f89087
5949,,San Francisco,University of California San Francisco,Data Developer,37.7561,-122.4429,,,,CA,bioinformatics programmer i,5c09e633af11378e24f89088
5950,,San Francisco,Life360,Data Analyst,37.7561,-122.4429,,,,CA,senior data analyst - marketing,5c09e633af11378e24f89089
5951,,San Francisco,Digit,Data Engineer,37.7561,-122.4429,,,,CA,"software engineer, machine learning & ai",5c09e633af11378e24f8908a
5952,,San Francisco,Pentasia,Other,37.7561,-122.4429,,,,CA,data analytics manger - gaming,5c09e633af11378e24f8908b
5953,,Hayward,Microvi,Data Scientist,37.6327,-122.0776,,,,CA,scientist - environmental/industrial microbiology,5c09e633af11378e24f8908c
5954,,San Francisco,Databricks,Data Scientist,37.7561,-122.4429,,,,CA,senior data science instructor,5c09e633af11378e24f8908d
5955,,South San Francisco,Thermo Fisher Scientific,Data Scientist,37.6537,-122.4197,,,,CA,technical applications scientist ii - south san francisco,5c09e633af11378e24f8908e
5956,,Emeryville,"Berkeley Lights, Inc.",Research Analyst/Scientist,37.8382,-122.2932,,,,CA,research associate - molecular biology,5c09e633af11378e24f8908f
5957,,San Francisco,JUUL Labs,Data Analyst,37.7561,-122.4429,,,,CA,financial systems analyst,5c09e633af11378e24f89090
5958,,Novato,BioMarin,Other,38.092,-122.5576,,,,CA,"qa operations, specialist i",5c09e633af11378e24f89091
5959,,San Carlos,Natera,Statistician,37.4982,-122.26799999999999,,,,CA,biostatistician,5c09e633af11378e24f89092
5960,,Redwood City,Bristol-Myers Squibb,Data Scientist,37.5026,-122.2251,,,,CA,"associate scientist, htp molecular biology & expression (42)",5c09e633af11378e24f89093
5961,,San Francisco,Sift Science,Data Engineer,37.7561,-122.4429,,,,CA,distinguished software engineer - machine learning,5c09e633af11378e24f89094
5962,,San Francisco,JUUL Labs,Other,37.7561,-122.4429,,,,CA,internal auditor,5c09e633af11378e24f89095
5963,,Emeryville,Kite Pharma,Data Scientist,37.8382,-122.2932,,,,CA,scientist - t cell immunology,5c09e633af11378e24f89096
5964,,San Francisco,Nektar,Research Analyst/Scientist,37.7561,-122.4429,,,,CA,research associate iii,5c09e633af11378e24f89097
5965,,San Francisco,Uber,Data Scientist,37.7561,-122.4429,,,,CA,sr. data scientist - segmentation,5c09e633af11378e24f89098
5966,,San Francisco,Yelp,Data Manager,37.7561,-122.4429,,,,CA,product manager - data infrastructure,5c09e633af11378e24f89099
5967,,San Francisco,Capital One,Data Scientist,37.7561,-122.4429,,,,CA,"senior associate, data science",5c09e633af11378e24f8909a
5968,,Oakland,The Clorox Company,Research Analyst/Scientist,37.7903,-122.2165,,,,CA,research fellow,5c09e633af11378e24f8909b
5969,,Richmond,Sangamo Therapeutics,Data Scientist,37.9477,-122.339,,,,CA,"scientist i/ii, aav engineering",5c09e633af11378e24f8909c
5970,,San Francisco,Tellius,Data Technician,37.7561,-122.4429,,,,CA,technical writer,5c09e633af11378e24f8909d
5971,,San Francisco,Payette Group,Data Scientist,37.7561,-122.4429,,,,CA,"data scientist, business insights",5c09e633af11378e24f8909e
5972,,San Carlos,Natera,Other,37.4982,-122.26799999999999,,,,CA,laboratory informatics specialist,5c09e633af11378e24f8909f
5973,,South San Francisco,AbbVie,Data Scientist,37.6537,-122.4197,,,,CA,"senior scientist i, assay development (adc discovery)",5c09e633af11378e24f890a0
5974,,San Francisco,Taulia,Other,37.7561,-122.4429,,,,CA,senior data architect,5c09e633af11378e24f890a1
5975,,San Francisco,Quantcast,Other,37.7561,-122.4429,,,,CA,"head of product, targeting",5c09e633af11378e24f890a2
5976,,San Francisco,Cisco Meraki,Data Director,37.7561,-122.4429,,,,CA,"director, data science & analytics",5c09e633af11378e24f890a3
5977,,San Francisco,JUUL Labs,Data Director,37.7561,-122.4429,,,,CA,director clinical data management,5c09e633af11378e24f890a4
5978,,San Francisco,University of California San Francisco,Research Analyst/Scientist,37.7561,-122.4429,,,,CA,assistant clinical research coordinator,5c09e633af11378e24f890a5
5979,,San Francisco,Tenor.ai,Data Developer,37.7561,-122.4429,,,,CA,backend developer,5c09e633af11378e24f890a6
5980,,San Francisco,Accenture,Data Manager,37.7561,-122.4429,,,,CA,data scientist oil & gas manager,5c09e633af11378e24f890a7
5981,,Burlingame,Abcam,Research Analyst/Scientist,37.586,-122.367,,,,CA,"research associate, ivd",5c09e633af11378e24f890a8
5982,,Hayward,Proteus Digital Health,Data Scientist,37.6327,-122.0776,,,,CA,formulation scientist,5c09e633af11378e24f890a9
5983,,San Francisco,Helix,Data Engineer,37.7561,-122.4429,,,,CA,senior data engineer,5c09e633af11378e24f890aa
5984,,Foster City,Gilead Sciences,Data Scientist,37.5553,-122.2659,,,,CA,"research scientist ii, fibrosis",5c09e633af11378e24f890ab
5985,,San Francisco,ProtonMail,Data Engineer,37.7561,-122.4429,,,,CA,anti-spam anti-abuse engineer,5c09e633af11378e24f890ac
5986,,San Francisco,JUUL Labs,Data Analyst,37.7561,-122.4429,,,,CA,"financial analyst, international",5c09e633af11378e24f890ad
5987,,San Francisco,Verastem,Data Scientist,37.7561,-122.4429,,,,CA,medical science liaison - northwest - san fran,5c09e633af11378e24f890ae
5988,,San Francisco,Oath Inc,Research Analyst/Scientist,37.7561,-122.4429,,,,CA,research engineer,5c09e633af11378e24f890af
5989,,Alameda,Heliotrope Technologies,Other,37.766999999999996,-122.2673,,,,CA,process operator,5c09e633af11378e24f890b0
5990,,South San Francisco,"Proneurotech, Inc.",Research Analyst/Scientist,37.6537,-122.4197,,,,CA,"research associate, biology",5c09e633af11378e24f890b1
5991,,South San Francisco,Thermo Fisher Scientific,Data Scientist,37.6537,-122.4197,,,,CA,"sr. staff scientist, r&d",5c09e633af11378e24f890b2
5992,,Belmont,Roche,Data Scientist,37.5154,-122.2955,,,,CA,senior quantitative scientist - dis,5c09e633af11378e24f890b3
5993,,San Francisco,Demandbase,Data Engineer,37.7561,-122.4429,,,,CA,principal data engineer,5c09e633af11378e24f890b4
5994,,San Rafael,Autodesk,Other,37.9905,-122.5222,,,,CA,"vice president, operations",5c09e633af11378e24f890b5
5995,,San Mateo,Franklin Templeton Investments,Data Analyst,37.5522,-122.3122,,,,CA,"research analyst, mortgage-backed securities (mbs)",5c09e633af11378e24f890b6
5996,,Emeryville,Zymergen,Data Engineer,37.8382,-122.2932,,,,CA,automation engineer,5c09e633af11378e24f890b7
5997,,San Francisco,Autodesk,Other,37.7561,-122.4429,,,,CA,information security incident coordinator,5c09e633af11378e24f890b8
5998,,Berkeley,Feasible,Data Engineer,37.8723,-122.27600000000001,,,,CA,software engineer,5c09e633af11378e24f890b9
5999,,San Francisco,Kantar Millward Brown,Data Analyst,37.7561,-122.4429,,,,CA,market research client analyst,5c09e633af11378e24f890ba
6000,,San Francisco Bay Area,Lawrence Berkeley National Laboratory,Other,,,,,,CA,environmental data standards postdoctoral scholar,5c09e633af11378e24f890bb
6001,,Redwood City,Course Hero,Data Analyst,37.5026,-122.2251,,,,CA,(contract) business intelligence analyst,5c09e633af11378e24f890bc
6002,,San Francisco,Square,Other,37.7561,-122.4429,,,,CA,senior business recruiter,5c09e633af11378e24f890bd
6003,,San Francisco Bay Area,Unicon Pharma,Other,,,,,,CA,biomarker associate i,5c09e633af11378e24f890be
6004,,San Mateo,Feedzai,Data Analyst,37.5522,-122.3122,,,,CA,business insights analyst,5c09e633af11378e24f890bf
6005,,San Francisco,Sojern,Data Scientist,37.7561,-122.4429,,,,CA,senior data science engineer,5c09e633af11378e24f890c0
6006,,Oakland,"Rincon Consultants, Inc.",Other,37.7903,-122.2165,,,,CA,greenhouse gas verifier,5c09e633af11378e24f890c1
6007,,San Francisco,Skillz Inc.,Data Scientist,37.7561,-122.4429,,,,CA,lead data scientist,5c09e633af11378e24f890c2
6008,,San Francisco,University of California San Francisco,Data Manager,37.7561,-122.4429,,,,CA,assessment manager,5c09e633af11378e24f890c3
6009,,Redwood City,Proteus Digital Health,Other,37.5026,-122.2251,,,,CA,quality assurance specialist,5c09e633af11378e24f890c4
6010,,San Carlos,Natera,Other,37.4982,-122.26799999999999,,,,CA,process associate iii,5c09e633af11378e24f890c5
6011,,San Francisco,uBiome,Other,37.7561,-122.4429,,,,CA,clinical laboratory accessioner,5c09e633af11378e24f890c6
6012,,San Francisco,The Situs Companies,Data Analyst,37.7561,-122.4429,,,,CA,quantitative analyst consultant - cecl conversion,5c09e633af11378e24f890c7
6013,,Alameda,Exelixis Inc.,Data Scientist,37.766999999999996,-122.2673,,,,CA,temporary sr. scientist i (pre-formulations),5c09e633af11378e24f890c8
6014,,San Francisco,Nektar,Data Scientist,37.7561,-122.4429,,,,CA,sr. scientist (bioanalytical method development),5c09e633af11378e24f890c9
6015,,Menlo Park,Exponent,Data Manager,37.4689,-122.1662,,,,CA,information resources manager,5c09e633af11378e24f890ca
6016,,San Rafael,Autodesk,Data Analyst,37.9905,-122.5222,,,,CA,"bi analyst, developer",5c09e633af11378e24f890cb
6017,,San Francisco,Maven Wave Partners,Machine Learning Engineer,37.7561,-122.4429,,,,CA,presales solutions architect | machine learning,5c09e633af11378e24f890cc
6018,,San Francisco,Quizlet,Data Manager,37.7561,-122.4429,,,,CA,"manager, data science & engineering",5c09e633af11378e24f890cd
6019,,San Francisco,Uber,Data Manager,37.7561,-122.4429,,,,CA,product manager- data infrastructure,5c09e633af11378e24f890ce
6020,,San Francisco,Scaleapi,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer,5c09e633af11378e24f890cf
6021,,San Francisco,HackerOne,Data Engineer,37.7561,-122.4429,,,,CA,senior data engineer,5c09e633af11378e24f890d0
6022,,Burlingame,Acumen LLC,Data Analyst,37.586,-122.367,,,,CA,data and policy analyst iii â healthcare and payment policy research coordinator,5c09e633af11378e24f890d1
6023,,South San Francisco,Merck,Data Scientist,37.6537,-122.4197,,,,CA,"associate principal scientist, adme",5c09e633af11378e24f890d2
6024,,San Francisco,Celtra Inc.,Data Scientist,37.7561,-122.4429,,,,CA,senior research scientist,5c09e633af11378e24f890d3
6025,,San Francisco,Bank of America,Data Analyst,37.7561,-122.4429,,,,CA,sr quantitative finance analyst,5c09e633af11378e24f890d4
6026,,Richmond,Public Health Institute,Research Analyst/Scientist,37.9477,-122.339,,,,CA,research associate ii,5c09e633af11378e24f890d5
6027,,San Francisco,Sojern,Data Scientist,37.7561,-122.4429,,,,CA,lead data science engineer,5c09e633af11378e24f890d6
6028,,South San Francisco,AstraZeneca,Other,37.6537,-122.4197,,,,CA,clinical pharmacokineticist,5c09e633af11378e24f890d7
6029,,San Francisco,University of California San Francisco,Data Analyst,37.7561,-122.4429,,,,CA,institutional research analyst,5c09e633af11378e24f890d8
6030,,San Francisco Bay Area,Lawrence Berkeley National Laboratory,Data Scientist,,,,,,CA,data science postdoctoral scholar,5c09e633af11378e24f890d9
6031,,South San Francisco,AstraZeneca,Data Scientist,37.6537,-122.4197,,,,CA,associate scientist i or ii - cancer vaccine technologies,5c09e633af11378e24f890da
6032,,Oakland,"Pandora Media, Inc.",Data Scientist,37.7903,-122.2165,,,,CA,"senior scientist, advertising",5c09e633af11378e24f890db
6033,,San Francisco,thredUP Inc,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer,5c09e633af11378e24f890dc
6034,,San Francisco,Autodesk,Other,37.7561,-122.4429,,,,CA,"chief of staff, shotgun production platform",5c09e633af11378e24f890dd
6035,,San Francisco,Hearsay Systems,Data Engineer,37.7561,-122.4429,,,,CA,senior data engineer,5c09e633af11378e24f890de
6036,,San Francisco,Clarivate Analytics,Data Scientist,37.7561,-122.4429,,,,CA,senior search software engineer/data scientist,5c09e633af11378e24f890df
6037,,Redwood City,Guardant Health,Data Scientist,37.5026,-122.2251,,,,CA,scientist-technology development,5c09e633af11378e24f890e0
6038,,Pleasant Hill,Ahtna Environmental Inc,Data Scientist,37.954,-122.0759,,,,CA,environmental scientist i / ii / iii / sr.,5c09e633af11378e24f890e1
6039,,Oakland,Mynd,Other,37.7903,-122.2165,,,,CA,growth marketer,5c09e633af11378e24f890e2
6040,,Berkeley,University of California Berkeley,Other,37.8723,-122.27600000000001,,,,CA,student services & capstone advisor job - fung inst.,5c09e633af11378e24f890e3
6041,,San Francisco,Noodle.ai,Data Engineer,37.7561,-122.4429,,,,CA,ui engineer,5c09e633af11378e24f890e4
6042,,San Francisco,Credit Karma,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer,5c09e633af11378e24f890e5
6043,,Redwood City,Impossible Foods,Other,37.5026,-122.2251,,,,CA,r&d chef/culinologist,5c09e633af11378e24f890e6
6044,,San Francisco,BetterUp,Other,37.7561,-122.4429,,,,CA,head of brand strategy,5c09e633af11378e24f890e7
6045,,San Rafael,BioMarin,Data Scientist,37.9905,-122.5222,,,,CA,senior scientist of vector biology,5c09e633af11378e24f890e8
6046,,Oakland,"Pandora Media, Inc.",Data Scientist,37.7903,-122.2165,,,,CA,"staff or principal scientist, content science (music & podcasts)",5c09e633af11378e24f890e9
6047,,Menlo Park,Exponent,Data Scientist,37.4689,-122.1662,,,,CA,scientist/sr. scientist,5c09e633af11378e24f890ea
6048,,Oakland,Captricity,Data Engineer,37.7903,-122.2165,,,,CA,machine learning engineer,5c09e633af11378e24f890eb
6049,,San Bruno,Google,Data Engineer,37.6254,-122.4313,,,,CA,"software engineer, youtube machine learning",5c09e633af11378e24f890ec
6050,,Redwood City,Genomic Health,Data Scientist,37.5026,-122.2251,,,,CA,"lead biostatistician, non-clinical / data scientist",5c09e633af11378e24f890ed
6051,,San Francisco,Gigster,Data Manager,37.7561,-122.4429,,,,CA,engagement manager,5c09e633af11378e24f890ee
6052,,San Francisco,Doximity,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer,5c09e633af11378e24f890ef
6053,,Redwood City,Bristol-Myers Squibb,Data Scientist,37.5026,-122.2251,,,,CA,"scientist i, immuno-oncology",5c09e633af11378e24f890f0
6054,,San Francisco,Twitter,Data Engineer,37.7561,-122.4429,,,,CA,"software engineer, machine learning",5c09e633af11378e24f890f1
6055,,Novato,BioMarin,Data Scientist,38.092,-122.5576,,,,CA,sr. scientist 1,5c09e633af11378e24f890f2
6056,,San Francisco,JUUL Labs,Data Scientist,37.7561,-122.4429,,,,CA,medical science liaison (msl),5c09e633af11378e24f890f3
6057,,South San Francisco,Bioverativ Therapeutics Inc,Data Scientist,37.6537,-122.4197,,,,CA,associate scientist iii - complement biology department,5c09e633af11378e24f890f4
6058,,South San Francisco,Counsyl,Data Scientist,37.6537,-122.4197,,,,CA,"computational biologist, data science research",5c09e633af11378e24f890f5
6059,,South San Francisco,Genentech,Data Scientist,37.6537,-122.4197,,,,CA,"scientist, oncology biomarker development",5c09e633af11378e24f890f6
6060,,San Francisco,Noodle.ai,Other,37.7561,-122.4429,,,,CA,"principal, client services",5c09e633af11378e24f890f7
6061,,San Francisco,Google,Data Engineer,37.7561,-122.4429,,,,CA,"software engineer, arcore",5c09e633af11378e24f890f8
6062,,San Francisco Bay Area,Crunch Data,Machine Learning Engineer,,,,,,CA,pyspark / machine learning (ml) expert,5c09e633af11378e24f890f9
6063,,Redwood City,Bristol-Myers Squibb,Data Scientist,37.5026,-122.2251,,,,CA,research associate scientist,5c09e633af11378e24f890fa
6064,,San Francisco,Samba TV,Other,37.7561,-122.4429,,,,CA,global head of product,5c09e633af11378e24f890fb
6065,,San Francisco,KPMG,Data Manager,37.7561,-122.4429,,,,CA,"manager, tax ignition (data analytics)",5c09e633af11378e24f890fc
6066,,Oakland,SnapStrat,Data Manager,37.7903,-122.2165,,,,CA,product manager,5c09e633af11378e24f890fd
6067,,Oakland,Blue Bottle Coffee,Other,37.7903,-122.2165,,,,CA,cafe recruiter,5c09e633af11378e24f890fe
6068,,San Francisco,Microsoft,Data Engineer,37.7561,-122.4429,,,,CA,software engineer,5c09e633af11378e24f890ff
6069,,San Francisco,LendingClub,Data Manager,37.7561,-122.4429,,,,CA,product manager,5c09e633af11378e24f89100
6070,,San Francisco,JUUL Labs,Other,37.7561,-122.4429,,,,CA,cs success specialist i,5c09e633af11378e24f89101
6071,,San Francisco,NGM Biopharmaceuticals,Data Director,37.7561,-122.4429,,,,CA,principal scientist/associate director - preclinical pharmacokinetics,5c09e633af11378e24f89102
6072,,San Francisco,Wish,Data Analyst,37.7561,-122.4429,,,,CA,"business analyst, logistics",5c09e633af11378e24f89103
6073,,San Francisco,JUUL Labs,Other,37.7561,-122.4429,,,,CA,clinical project associate,5c09e633af11378e24f89104
6074,,San Francisco,Redfish Technology - High Tech Executive Recruiters,Data Scientist,37.7561,-122.4429,,,,CA,data scientist - social video platform,5c09e633af11378e24f89105
6075,,San Francisco,CircleUp,Data Engineer,37.7561,-122.4429,,,,CA,"software engineer, data",5c09e633af11378e24f89106
6076,,Foster City,"Eurofins Lancaster Laboratories Professional Scientific Services, LLC",Data Scientist,37.5553,-122.2659,,,,CA,quality control scientist,5c09e633af11378e24f89107
6077,,San Francisco,Credit Karma,Data Scientist,37.7561,-122.4429,,,,CA,partner decision science associate,5c09e633af11378e24f89108
6078,,Oakland,"Pandora Media, Inc.",Data Scientist,37.7903,-122.2165,,,,CA,"senior scientist, content science",5c09e633af11378e24f89109
6079,,Menlo Park,Exponent,Other,37.4689,-122.1662,,,,CA,"associate, battery specialist",5c09e633af11378e24f8910a
6080,,San Francisco,Payette Group,Data Scientist,37.7561,-122.4429,,,,CA,data scientist // algorithm engineer,5c09e633af11378e24f8910b
6081,,San Francisco,Ultimate Software,Data Director,37.7561,-122.4429,,,,CA,"director, data strategy and product",5c09e633af11378e24f8910c
6082,,San Rafael,Autodesk,Data Analyst,37.9905,-122.5222,,,,CA,business analyst,5c09e633af11378e24f8910d
6083,,San Francisco,Capella Space,Data Director,37.7561,-122.4429,,,,CA,director of product,5c09e633af11378e24f8910e
6084,,San Francisco,ThoughtWorks,Data Engineer,37.7561,-122.4429,,,,CA,lead data engineer,5c09e633af11378e24f8910f
6085,,San Francisco,Optimizely,Data Engineer,37.7561,-122.4429,,,,CA,"software engineer, data services",5c09e633af11378e24f89110
6086,,San Francisco,Stantec,Other,37.7561,-122.4429,,,,CA,environmental planner,5c09e633af11378e24f89111
6087,,Foster City,Notable Labs,Data Scientist,37.5553,-122.2659,,,,CA,senior scientist,5c09e633af11378e24f89112
6088,,San Francisco,MasterClass,Data Director,37.7561,-122.4429,,,,CA,director of analytics and data science,5c09e633af11378e24f89113
6089,,Belmont,permIT LLC,Data Engineer,37.5154,-122.2955,,,,CA,data engineer,5c09e633af11378e24f89114
6090,,San Francisco,BetterUp,Data Engineer,37.7561,-122.4429,,,,CA,full-stack engineer (remote),5c09e633af11378e24f89115
6091,,San Francisco Bay Area,"Gencyte Therapeutics, Inc.",Data Scientist,,,,,,CA,scientist / associate scientist-molecular engineering,5c09e633af11378e24f89116
6092,,Novato,BioMarin,Research Analyst/Scientist,38.092,-122.5576,,,,CA,research assistant,5c09e633af11378e24f89117
6093,,,,Other,,,,,,,,5c09e633af11378e24f89118
6094,,Redwood City,"Integrated DNA Technologies, Inc",Data Scientist,37.5026,-122.2251,,,,CA,bioinformatics staff scientist,5c09e633af11378e24f89119
6095,,San Francisco,Dropbox,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer,5c09e633af11378e24f8911a
6096,,San Francisco,Adobe,Data Scientist,37.7561,-122.4429,,,,CA,"senior applied scientist, machine learning",5c09e633af11378e24f8911b
6097,,San Francisco,BetterUp,Data Engineer,37.7561,-122.4429,,,,CA,associate software engineer (remote),5c09e633af11378e24f8911c
6098,,San Francisco,Gap Inc. Corporate,Data Scientist,37.7561,-122.4429,,,,CA,"senior data scientist, platform analytics",5c09e633af11378e24f8911d
6099,,San Francisco,Stitch Fix,Data Developer,37.7561,-122.4429,,,,CA,data platform engineer - algorithm development platform,5c09e633af11378e24f8911e
6100,,San Francisco,Harnham,Data Scientist,37.7561,-122.4429,,,,CA,deep learning scientist,5c09e633af11378e24f8911f
6101,,Hayward,Proteus Digital Health,Data Scientist,37.6327,-122.0776,,,,CA,pharmaceutical scientist,5c09e633af11378e24f89120
6102,,San Francisco,thredUP Inc,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer - supply growth,5c09e633af11378e24f89121
6103,,San Francisco,Bayside Solutions,Data Scientist,37.7561,-122.4429,,,,CA,"senior/principal scientist, preclinical development",5c09e633af11378e24f89122
6104,,Oakland,"Turnitin, LLC",Data Scientist,37.7903,-122.2165,,,,CA,principal machine learning scientist,5c09e633af11378e24f89123
6105,,South San Francisco,Genentech,Data Scientist,37.6537,-122.4197,,,,CA,senior scientist,5c09e633af11378e24f89124
6106,,San Francisco,CircleUp,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer,5c09e633af11378e24f89125
6107,,San Francisco,Clarity Insights,Data Consultant,37.7561,-122.4429,,,,CA,"data scientist - senior consultant - san francisco, ca",5c09e633af11378e24f89126
6108,,San Francisco,Westfield Corporation,Data Director,37.7561,-122.4429,,,,CA,"senior director, data science",5c09e633af11378e24f89127
6109,,San Francisco,Amazon.com,Data Manager,37.7561,-122.4429,,,,CA,business development manager - machine learning,5c09e633af11378e24f89128
6110,,San Francisco,Dropbox,Data Engineer,37.7561,-122.4429,,,,CA,full stack engineer - customer insights,5c09e633af11378e24f89129
6111,,San Francisco,7Cups,Data Manager,37.7561,-122.4429,,,,CA,global program manager - health systems,5c09e633af11378e24f8912a
6112,,Redwood City,Bristol-Myers Squibb,Data Scientist,37.5026,-122.2251,,,,CA,"scientist, protein interactions (46)",5c09e633af11378e24f8912b
6113,,Oakland,"Pandora Media, Inc.",Data Engineer,37.7903,-122.2165,,,,CA,sr. data engineer,5c09e633af11378e24f8912c
6114,,San Francisco,JUUL Labs,Data Engineer,37.7561,-122.4429,,,,CA,junior reliability engineer,5c09e633af11378e24f8912d
6115,,San Francisco,DocuSign,Data Director,37.7561,-122.4429,,,,CA,"director, product data science",5c09e633af11378e24f8912e
6116,,San Francisco,Change.org,Data Director,37.7561,-122.4429,,,,CA,director of data,5c09e633af11378e24f8912f
6117,,Novato,BioMarin Pharmaceutical Inc.,Other,38.092,-122.5576,,,,CA,ehs&s specialist ii,5c09e633af11378e24f89130
6118,,San Francisco,Autodesk,Data Analyst,37.7561,-122.4429,,,,CA,digital marketing & strategy analyst,5c09e633af11378e24f89131
6119,,Redwood City,Bristol-Myers Squibb,Data Analyst,37.5026,-122.2251,,,,CA,"analyst, antibody repertoire (39)",5c09e633af11378e24f89132
6120,,San Francisco,Nektar,Data Scientist,37.7561,-122.4429,,,,CA,"scientist, biologics formulation and drug product development",5c09e633af11378e24f89133
6121,,San Francisco,Wild Type,Data Developer,37.7561,-122.4429,,,,CA,cell culture media development,5c09e633af11378e24f89134
6122,,San Francisco,Tubi TV,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer,5c09e633af11378e24f89135
6123,,Novato,Ultragenyx Pharmaceutical,Data Scientist,38.092,-122.5576,,,,CA,global safety scientist,5c09e633af11378e24f89136
6124,,South San Francisco,Torani,Data Scientist,37.6537,-122.4197,,,,CA,senior food scientist,5c09e633af11378e24f89137
6125,,Redwood City,Guardant Health,Data Scientist,37.5026,-122.2251,,,,CA,bioinformatics scientist (ca),5c09e633af11378e24f89138
6126,,San Francisco,Square,Data Scientist,37.7561,-122.4429,,,,CA,"data science lead, growth machine learning",5c09e633af11378e24f89139
6127,,San Francisco,Cloudflare,Data Engineer,37.7561,-122.4429,,,,CA,machine learning engineer (support operations),5c09e633af11378e24f8913a
6128,,San Francisco,Omada Health,Data Scientist,37.7561,-122.4429,,,,CA,senior behavior scientist,5c09e633af11378e24f8913b
